nwname,fname,smile,CHA score,CCA score,mws,logps,hbds,hbas,psas,robs,qeds,chiral_centes,RO5scores,RO5scoresnum
575al,P156201506.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](C)NC(=O)[C@@H](CCC(=O)N)NC(=O)OC(C)(C)C,0.394,0.22,631.7,-1.37,11,16,262.6,14,0.05,3,--++++,4
576al,P156201489.sdf,C[NH2+]CC(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)NCC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CO)C(=O)N1CCC[C@@H]1C(=O)[O-],0.394,0.24,601.6,-10.93,12,19,317.4,18,0.04,4,--++++,4
577al,P156201487.sdf,C[NH2+]CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)NCC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CO)C(=O)N1CCC[C@@H]1C(=O)[O-],0.455,0.2,601.6,-10.93,12,19,317.4,18,0.04,4,--++++,4
578al,P156201431.sdf,CC(C)C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N)N1CC[C@@H](C1=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CCCC[NH3+])[NH3+],0.333,0.24,922.1,-5.17,15,21,353.6,29,0.03,8,--++++,4
579al,P156201421.sdf,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSc1c(cccn1)[N+](=O)[O-])C(=O)NCC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc2ccccc2)N,0.697,0.23,772.9,-1.23,11,19,313.7,22,0.04,5,--++++,4
580al,P156201365.sdf,c1cn(c(=O)nc1N)[C@@H]2C[C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[C@@H]3C[C@@H](O[C@@H]3CO)n4cnc5c4ncnc5N)O,0.121,0.2,539.4,-1.95,6,17,248,8,0.23,7,--++-+,3
581al,P156201355.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)CNC(=O)[C@@H](CCC(=O)N)NC(=O)OC(C)(C)C,0.091,0.2,617.7,-1.76,11,16,262.6,14,0.05,2,--++++,4
582al,P156201353.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)CNC(=O)[C@@H](CCC(=O)N)NC(=O)OC(C)(C)C,0.121,0.2,617.7,-1.76,11,16,262.6,14,0.05,2,--++++,4
583al,P156201306.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@H](CSSC[C@@H](C(=O)Nc3ccc4ccccc4c3)NC(=O)CC[C@@H](C(=O)[O-])[NH3+])NC(=O)CC[C@@H](C(=O)[O-])[NH3+],0.121,0.21,748.9,-0.8,10,14,251.9,19,0.05,4,--++++,4
584al,P156200427.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4c[nH+]c[nH]4)NC(=O)C(C)C,0.242,0.21,918.1,-0.98,13,21,308.4,24,0.04,7,--++++,4
585al,P156200425.sdf,C[C@@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)Nc1ccc2c(cc(=O)oc2c1)C(F)(F)F)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)C,0.182,0.16,769.7,-0.86,7,18,282.2,17,0.1,5,--++++,4
586al,P156200409.sdf,CC(C)[C@@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)Nc1ccc2c(cc(=O)oc2c1)C(F)(F)F)NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CC(=O)O)NC(=O)C,0.576,0.22,727.6,-2.49,6,18,293.3,17,0.09,4,--++++,4
587al,P156200402.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.394,0.24,787.8,-8.25,13,22,387.6,24,0.04,5,--++++,4
588al,P156200401.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.152,0.22,787.8,-8.25,13,22,387.6,24,0.04,5,--++++,4
589al,P156200400.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.636,0.24,787.8,-8.25,13,22,387.6,24,0.04,5,--++++,4
590al,P156200399.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.394,0.24,787.8,-8.25,13,22,387.6,24,0.04,5,--++++,4
591al,P156200394.sdf,C[C@H]([C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)C[NH3+])O,0.364,0.23,602.6,-9.16,14,19,325.6,17,0.04,5,--++++,4
592al,P156200393.sdf,C[C@@H]([C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)C[NH3+])O,0.273,0.24,602.6,-9.16,14,19,325.6,17,0.04,5,--++++,4
593al,P156200346.sdf,CC(C)C[C@H](C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)N,0.455,0.22,881,0.26,12,19,315,24,0.04,6,--++++,4
594al,P156200344.sdf,CC(C)C[C@@H](C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)N,0.333,0.22,881,0.26,12,19,315,24,0.04,6,--++++,4
595al,P156200342.sdf,CC(C)C[C@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)N,0.394,0.23,881,0.26,12,19,315,24,0.04,6,--++++,4
596al,P156200340.sdf,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)N,0.091,0.23,881,0.26,12,19,315,24,0.04,6,--++++,4
597al,P156200249.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)C(C)C,0.091,0.24,917.1,-0.4,12,21,307.2,24,0.04,7,--++++,4
598al,P156200248.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)C(C)C,0.242,0.24,917.1,-0.4,12,21,307.2,24,0.04,7,--++++,4
599al,P156200247.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4c[nH+]c[nH]4)NC(=O)C(C)C,0.697,0.24,917.1,-0.4,12,21,307.2,24,0.04,7,--++++,4
600al,P156200246.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4c[nH+]c[nH]4)NC(=O)C(C)C,0.545,0.22,917.1,-0.4,12,21,307.2,24,0.04,7,--++++,4
601am,P156200245.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)C(C)C,0.394,0.21,916.1,0.18,11,21,305.9,24,0.05,7,--++++,4
602am,P156200244.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)C(C)C,0.03,0.23,916.1,0.18,11,21,305.9,24,0.05,7,--++++,4
603am,P156200243.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)C(C)C,0.121,0.23,916.1,0.18,11,21,306,24,0.05,7,--++++,4
604am,P156200236.sdf,CC(C)C[C@H](C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)[NH3+],0.273,0.24,882,-0.46,13,19,316.6,24,0.04,6,--++++,4
605am,P156200234.sdf,CC(C)C[C@@H](C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)[NH3+],0.636,0.24,882,-0.46,13,19,316.6,24,0.04,6,--++++,4
606am,P156200232.sdf,CC(C)C[C@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)[NH3+],0.152,0.27,882,-0.46,13,19,316.6,24,0.04,6,--++++,4
607am,P156200230.sdf,CC(C)C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)[O-])NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4c[nH]c5c4cccc5)[NH3+],0.364,0.24,882,-0.46,13,19,316.6,24,0.04,6,--++++,4
608am,P156200220.sdf,C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H](Cc1c[nH+]c[nH]1)NC(=O)[C@H](CSC)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],0,0.24,934.1,-4.25,15,26,400.8,26,0.01,6,--++++,4
609am,P156200219.sdf,C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CSC)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],0.303,0.24,933,-3.66,14,26,399.5,26,0.01,6,--++++,4
610am,P156200218.sdf,C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H](Cc1c[nH+]c[nH]1)NC(=O)[C@H](CSC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],0.848,0.24,934.1,-4.25,15,26,400.8,26,0.01,6,--++++,4
611am,P156200217.sdf,C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CSC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],0.182,0.23,933,-3.66,14,26,399.5,26,0.01,6,--++++,4
612am,P156200199.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.061,0.23,786.8,-9.58,12,22,390.4,24,0.05,5,--++++,4
613am,P156200198.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.212,0.25,786.8,-9.58,12,22,390.4,24,0.05,5,--++++,4
614am,P156200197.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0,0.23,786.8,-9.58,12,22,390.4,24,0.05,5,--++++,4
615am,P156200196.sdf,c1ccc2cc(ccc2c1)NC(=O)[C@@H](CCCC[NH3+])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)C[NH3+],0.364,0.24,786.8,-9.58,12,22,390.4,24,0.05,5,--++++,4
616am,P156200162.sdf,C[C@H]([C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)CN)O,0.091,0.24,600.6,-9.78,12,19,326.9,17,0.04,5,--++++,4
617am,P156200161.sdf,C[C@@H]([C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)CN)O,0.818,0.22,600.6,-9.78,12,19,326.9,17,0.04,5,--++++,4
618am,P156200132.sdf,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]4CCC(=O)N4)O,0.424,0.23,934,-3.96,15,23,375.2,25,0.04,8,--++++,4
619am,P156200131.sdf,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCC(=O)N4)O,0.333,0.24,934,-3.96,15,23,375.2,25,0.04,8,--++++,4
620am,P156200130.sdf,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]4CCC(=O)N4)O,0.091,0.25,934,-3.96,15,23,375.2,25,0.04,8,--++++,4
621am,P156200129.sdf,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4CCC(=O)N4)O,0.545,0.24,934,-3.96,15,23,375.2,25,0.04,8,--++++,4
622am,P156200042.sdf,CC(C)C[C@H](C(=O)N[C@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])NC(=O)[C@@H]2CCC(=O)N2,0.879,0.18,775.8,-5.75,12,20,345.8,24,0.04,6,--++++,4
623am,P156200041.sdf,CC(C)C[C@@H](C(=O)N[C@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])NC(=O)[C@@H]2CCC(=O)N2,0.545,0.25,775.8,-5.75,12,20,345.8,24,0.04,6,--++++,4
624am,P156200040.sdf,CC(C)C[C@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])NC(=O)[C@@H]2CCC(=O)N2,0.091,0.23,775.8,-5.75,12,20,345.8,24,0.04,6,--++++,4
625am,P156200039.sdf,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])NC(=O)[C@@H]2CCC(=O)N2,0.455,0.21,775.8,-5.75,12,20,345.8,24,0.04,6,--++++,4
626am,P156200015.sdf,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@H]([C@@H](O2)CO)O[P@@](=O)([O-])OC[C@@H]3[C@@H](C[C@@H](O3)n4ccc(nc4=O)N)O,0.303,0.26,530.4,-2.52,5,16,233.3,8,0.26,7,--++-+,3
627am,P156200000.sdf,C[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(=O)NC)NC(=O)[C@H](Cc2c[nH]c3c2cccc3)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)C(C)C,0.394,0.22,916.1,0.18,11,21,306,24,0.05,7,--++++,4
628am,P156199964.sdf,C[C@@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)Nc1ccc2c(cc(=O)oc2c1)C(F)(F)F)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](C(C)C)NC(=O)C,0.273,0.2,768.7,-2.19,6,18,285.1,17,0.09,5,--++++,4
629am,P156199911.sdf,C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CSC)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],0.242,0.23,933,-3.66,14,26,399.5,26,0.01,6,--++++,4
630am,P156199910.sdf,C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CSC)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-],0.182,0.23,933,-3.66,14,26,399.5,26,0.01,6,--++++,4
631am,P156199784.sdf,C[C@H]([C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)C[NH3+])O,0.848,0.24,601.6,-10.5,13,19,328.5,17,0.04,5,--++++,4
632am,P156199783.sdf,C[C@@H]([C@@H](C(=O)N1CCC[C@@H]1C(=O)[O-])NC(=O)[C@@H](CC(=O)[O-])NC(=O)CNC(=O)[C@@H](CCCNC(=[NH2+])N)NC(=O)C[NH3+])O,0.212,0.22,601.6,-10.5,13,19,328.5,17,0.04,5,--++++,4
633am,P156195487.sdf,CC(=O)ON[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)NC(=[NH2+])N,0.303,0.22,349.3,-5.46,10,12,209.2,7,0.12,5,--++-+,3
634am,P156195177.sdf,c1ccc(c(c1)CN(Cc2ccccc2/C(=N\O)/N)c3ccc(cc3)/C(=[NH+]\O)/N)/C(=[NH+]/O)/N,0.485,0.1,449.5,-1.66,11,10,182.3,8,0.09,0,--++-+,3
635am,P156193945.sdf,C[C@@H](C(=O)[O-])NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc3ccc(cc3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)CNC,0.394,0.23,912.1,-5.45,14,23,359.6,25,0.03,7,--++++,4
636am,P15616544.sdf,Cn1c2c(c(=O)[nH]c1=O)n(c(n2)NCC(=O)[O-])C[C@@H](COc3ccccc3)O,0.212,0.19,388.4,-1.97,3,11,154.3,8,0.4,1,---+-+,2
637am,P156127307.sdf,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,0.394,0.23,342.3,-5.55,8,11,197.4,8,0.2,9,--++-+,3
638am,P156117699.sdf,c1c(cc(cc1C(=O)/C=N/NC(=O)N)C(=O)/C=N\NC(=O)N)C(=O)/C=N\NC(=O)N,0.091,0.198,417.3,-1.8,9,15,253.7,9,0.15,0,--++-+,3
639am,P155915140.sdf,C1CCC(CC1)CCCCO[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.667,0.23,480.6,-1.62,7,11,178.5,10,0.18,10,--++++,4
640am,P155915139.sdf,C1CCC(CC1)CCCCO[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.636,0.24,480.6,-1.62,7,11,178.5,10,0.18,10,--++++,4
641am,P155912483.sdf,C(CNC(=O)[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.364,0.25,416.4,-7.91,12,14,260.5,13,0.12,8,--++++,4
642am,P155912481.sdf,C(CNC(=O)[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.061,0.25,416.4,-7.91,12,14,260.5,13,0.12,8,--++++,4
643am,P155911727.sdf,C(CCCNC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)CCNC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.515,0.25,472.5,-6.35,12,14,260.5,17,0.09,8,--++++,4
644am,P155910632.sdf,c1ccc(c(c1)NC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.424,0.24,464.4,-5.56,12,14,260.5,12,0.14,8,--++++,4
645am,P155910629.sdf,c1ccc(c(c1)NC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)NC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.303,0.25,464.4,-5.56,12,14,260.5,12,0.14,8,--++++,4
646am,P155909467.sdf,CC(C)(C)OC(=O)C(C[C@@H](C(=O)[O-])N)(C(=O)OC(C)(C)C)SSCC[C@H](C(=O)[O-])N,0.091,0,466.6,-1.28,4,10,184.9,11,0.16,2,---+++,3
647am,P155909320.sdf,CC(C)(C)OC(=O)C(C[C@H](C(=O)[O-])[NH3+])(C(=O)OC(C)(C)C)SSCC[C@H](C(=O)[O-])[NH3+],0.242,0.06,468.6,-2.71,6,10,188.1,11,0.14,2,--++++,4
648am,P155909319.sdf,CC(C)(C)OC(=O)C(C[C@@H](C(=O)[O-])[NH3+])(C(=O)OC(C)(C)C)SSCC[C@H](C(=O)[O-])[NH3+],0.061,0.05,468.6,-2.71,6,10,188.1,11,0.14,2,--++++,4
649am,P155909318.sdf,CC(C)(C)OC(=O)C(C[C@H](C(=O)[O-])[NH3+])(C(=O)OC(C)(C)C)SSCC[C@@H](C(=O)[O-])[NH3+],0.242,0.05,468.6,-2.71,6,10,188.1,11,0.14,2,--++++,4
650am,P155908235.sdf,CN1CN(c2c1c(=O)[nH]c(n2)N)[C@@H]3[C@@H]([C@@H]([C@@H](O3)CO[P@@](=O)([O-])O[P@@](=O)(O)[O-])O)O,0.152,0.18,457.2,-4.03,6,16,246.9,6,0.26,6,--++-+,3
651an,P155907741.sdf,CCCCCCO[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,0.242,0.23,426.5,-2.79,7,11,178.5,10,0.18,10,--++++,4
652an,P155907740.sdf,CCCCCCO[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,0.273,0.23,426.5,-2.79,7,11,178.5,10,0.18,10,--++++,4
653an,P155906504.sdf,C1CCC(CC1)CCCCCCCO[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.242,0.24,522.6,-0.45,7,11,178.5,13,0.16,10,--++++,4
654an,P155905194.sdf,CCOc1ccc(cc1)N2C(=O)/C(=C\NC(C)(CO)CO)/C(=O)NC2=O,0.303,0.15,363.4,-0.12,4,9,128.2,7,0.39,0,-----+,1
655an,P155899735.sdf,Cc1ccc(cc1C)N(C[C@@H]([C@@H]([C@@H](CO)O)O)O)/N=N/c2cccc(c2)S(=O)(=O)[O-],0.242,0.21,438.5,0.79,4,10,166.1,9,0.25,3,---+-+,2
