nwname,fname,smile,CHA score,CCA score
970at,P128188762.sdf,CC(C)[C@@H](C(=O)OC[C@H]([C@H]([C@H]([C@H](COC(=O)[C@H](C(C)C)/N=C/O)O)O)O)O)/[NH+]=C/O,0.152,0.22
971at,P128188757.sdf,CC([C@@H](/[NH+]=C/O)C(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)COC(=O)[C@@H](/[NH+]=C/O)C(C)C)C,0.424,0.19
972at,P128188752.sdf,CC(C)[C@H](C(=O)OC[C@H]([C@H]([C@H]([C@H](COC(=O)[C@H](C(C)C)/N=C/O)O)O)O)O)/[NH+]=C/O,0.303,0.21
973at,P128031717.sdf,c1c(c(c(c[n+]1CCCC[C@H](C(=O)[O-])[NH3+])[O-])C[C@H](C(=O)[O-])N)CC[C@@H](C(=O)[O-])[NH3+],0,0.08
974at,P128013486.sdf,c1c(c(c(c[n+]1CCCC[C@H](C(=O)[O-])[NH3+])[O-])C[C@H](C(=O)[O-])N)CC[C@@H](C(=O)[O-])N,0.545,0.12
975at,P128009680.sdf,CNS(=O)(=O)c1cn(cc1S(=O)(=O)NC)C/C(=N/Cc2ccc(cc2)[NH+](C)C)/O,0.485,0.1
976at,P127744171.sdf,C[C@@H](CS(=O)(=O)C)NS(=O)(=O)c1ccc(cc1)S(=O)(=O)N,0.152,0
977at,P12760379.sdf,CC(=O)OC[C@H]([C@@H]([C@@H]([C@@H]([C@H]1[NH+]([C@@H](CS1)C(=O)N)COC)O)OC(=O)C)OC(=O)C)OC(=O)C,0.455,0.27
978at,P12675878.sdf,CNc1c(c(=O)n(c(=O)[nH]1)CC(=O)NC)C(c2ccc(cc2)Cl)c3c([nH]c(=O)n(c3=O)CC(=O)NC)NC,0.515,0.16
979at,P126680874.sdf,CCOC(=O)CCCNS(=O)(=O)c1c(n[nH]c1C(=O)[O-])C,0.485,0.03
980at,P126251142.sdf,CC(=O)Nc1ccc(cc1)S(=O)(=O)NCCNS(=O)(=O)c2ccc(cc2)NC(=O)C,0.152,0.07
981at,P126246845.sdf,c1ccc2c(c1)C(=NS2(=O)=O)NCCC(=O)OCC(=O)Nc3ccc(cc3)C(=O)N,0.576,0.05
982at,P126191187.sdf,CCc1nnc(s1)[N-]S(=O)(=O)c2ccc(cc2)NC(=S)NC(=O)c3cccnc3,0.273,0.03
983at,P125060530.sdf,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@H]([C@@H](O3)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O)O)N,0.242,0.22
984at,P12496975.sdf,CC(C)C[C@@H](C(=O)N[C@@H]1C=C(C[C@H]([C@@H]1O)O)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)N)[NH2+]C,0.152,0.23
985at,P12496974.sdf,CC(C)[C@H](C(=O)N[C@@H]1C=C(C[C@H]([C@@H]1O)O)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)N)[NH3+],0.424,0.17
986at,P12496963.sdf,CS(=O)(=O)CC[C@@H](C(=O)N)NC(=O)C1=C[C@H]([C@H]([C@@H](C1)OC(=O)NCC=C)O)NC(=O)NC2CCCCC2,0.576,0.22
987at,P12496371.sdf,COC(=O)[C@@H]1C[C@@H](CN1S(=O)(=O)c2ccc(cc2)Cl)n3c(c(nn3)C(=O)N)C(=O)N,0.394,0.114
988at,P124778895.sdf,Cc1c(c(n(n1)C)C)S(=O)(=O)NCCCCC(=[NH2+])N,0.485,0.06
989at,P12473640.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0.273,0.05
990at,P12450250.sdf,c1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O,0.273,0.25
991at,P124465003.sdf,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CC(=O)CO)[C@@H](CO)O)O)O)O)O,0.152,0.22
992at,P124464991.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O,0.394,0.22
993at,P124303100.sdf,COCCOCCNC(=O)N[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1C(=O)[O-],0.182,0
994at,P123822604.sdf,c1cc(ccc1CCCC(=O)N[C@@H](CO)C(=O)NCCCCNCCC[NH3+])NC(=[NH2+])N,0.061,0.04
995at,P123817124.sdf,c1cc(ccc1CCCC(=O)N[C@@H](CO)C(=O)NCCCC[NH2+]CCCN)NC(=[NH2+])N,0.727,0.1
996at,P123700500.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)C[C@H](CS(=O)(=O)[O-])O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0,0.06
997at,P123678597.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23C[NH+]4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56C[NH+]7CN(C5)CN(C6)C7)O)CO)O,0.455,0.23
998at,P123678587.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23C[NH+]4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56C[NH+]7CN(C5)CN(C6)C7)O)CO)O,0.576,0.22
999at,P123678583.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23C[NH+]4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56C[NH+]7CN(C5)CN(C6)C7)O)CO)O,0.394,0.24
1000at,P123678303.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2c3ccccc3c(cc2O)O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5c(cc4O)O)O)CO)O,0.424,0.26
1001au,P123678273.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2c3ccccc3c(cc2O)O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5c(cc4O)O)O)CO)O,0.242,0.24
1002au,P123678261.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2c3ccccc3c(cc2O)O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5c(cc4O)O)O)CO)O,0.515,0.23
1003au,P123678253.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.818,0.23
1004au,P123678248.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0,0.24
1005au,P123678237.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.364,0.21
1006au,P123678185.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccc(c3c2cccc3)O)[C@@H](CO)O[C@@H](C/N=C/c4ccc(c5c4cccc5)O)O)CO)O,0.091,0.24
1007au,P123678183.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccc(c3c2cccc3)O)[C@@H](CO)O[C@@H](C/[NH+]=C/c4ccc(c5c4cccc5)O)O)CO)O,0.273,0.24
1008au,P123678175.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccc(c3c2cccc3)O)[C@@H](CO)O[C@@H](C/N=C/c4ccc(c5c4cccc5)O)O)CO)O,0.061,0.23
1009au,P123677417.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.485,0.25
1010au,P123677403.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23CN4CN(C2)CN(C3)C4)[C@@H](CO)O[C@@H](/C=N/C56CN7CN(C5)CN(C6)C7)O)CO)O,0.212,0.22
1011au,P123667955.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2[O-])[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5ccc4O)O)CO)O,0.727,0.26
1012au,P123667939.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2O)[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5ccc4O)O)CO)O,0.455,0.24
1013au,P123667914.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2[O-])[C@@H](CO)O[C@@H](C/N=C/c4c5ccccc5ccc4O)O)CO)O,0.364,0.24
1014au,P123667735.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c4c5ccccc5ccc4O)O)CO)O,0.545,0.21
1015au,P123667718.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2c3ccccc3ccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c4c5ccccc5ccc4O)O)CO)O,0.03,0.24
1016au,P123667691.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.273,0.26
1017au,P123667679.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.545,0.23
1018au,P123667672.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N/c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.515,0.24
1019au,P123667344.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\c2ccc3c(c2)C(=O)NC3=O)[C@@H](CO)O[C@@H](/C=N/c4ccc5c(c4)C(=O)NC5=O)O)CO)O,0.121,0.23
1020au,P123636400.sdf,CC(C)(C)n1c(c(c(=O)[nH]c1=O)C(c2cc[nH+]cc2)c3c(=O)[nH]c(=O)n(c3[O-])C(C)(C)C)[O-],0.091,0.1
1021au,P123369724.sdf,COC(=O)CCCCCN1C[C@H]([C@H]([C@@H]([C@H]1CO)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0.182,0.23
1022au,P123366540.sdf,C1[C@H]([C@H]([C@@H]([C@H]([NH+]1CCCCCC(=O)[O-])CO)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,0,0.47
1023au,P123300669.sdf,C[NH+]1CC[C@@H](C1)CNCCOc2ccc(cc2)/C(=N/O)/N,0.424,0
1024au,P123264534.sdf,CC(C)N(CC[NH2+]Cc1ccnc(c1)/C(=N/O)/N)C(C)C,0.424,0
1025au,P122308022.sdf,Cc1cn(c(=O)[nH]c1=O)CC(=O)N(C[C@H](C(=O)OC(C)(C)C)N)CC(=O)[O-],0.333,0.08
1026au,P122292644.sdf,COc1ccc(cc1OC)CCN2C(=O)[C@](NC2=O)(C(F)(F)F)NS(=O)(=O)c3nnc(s3)N,0.424,0.183
1027au,P122292640.sdf,COc1ccc(cc1OC)CCN2C(=O)[C@@](NC2=O)(C(F)(F)F)[N-]S(=O)(=O)c3[nH+]nc(s3)N,0.333,0.17
1028au,P120619902.sdf,C[C@H]([C@@H](C(=O)[O-])N)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)C,0.515,0.24
1029au,P120619899.sdf,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC[C@@H](C(=O)[O-])N)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,0.273,0.23
1030au,P120619728.sdf,C[C@@]1(CO[C@@H]([C@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)[NH3+])NC(=O)[C@H](CC[NH3+])O)O,0.364,0.24
1031au,P120619721.sdf,C[C@@]1(CO[C@@H]([C@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)[NH3+])NC(=O)[C@H](CC[NH3+])O)O,0.212,0.24
1032au,P120619717.sdf,C[C@@]1(CO[C@@H]([C@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CC[NH3+])O)O,0.03,0.25
1033au,P120619709.sdf,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)[NH3+])NC(=O)[C@H](CC[NH3+])O)O,0.212,0.24
1034au,P120619493.sdf,CCN[C@@H]1C[C@@H]([C@H]([C@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@H]3[C@@H](CC=C(O3)CN)N)N,0.394,0.25
1035au,P120618914.sdf,CN(C)CC(=O)OC[C@@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O,0.182,0.18
1036au,P120618436.sdf,C[C@H]([C@@H](C(=O)[O-])[NH3+])O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)C,0.424,0.23
1037au,P120618269.sdf,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)S(=O)(=O)OO)O)O)CO)OC)NC(=O)C)O)O)O,0.485,0.24
1038au,P120618266.sdf,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)S(=O)(=O)OO)O)O)CO)OC)NC(=O)C)O)O)O,0.455,0.22
1039au,P120618261.sdf,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)S(=O)(=O)OO)O)O)CO)OC)NC(=O)C)O)O)O,0.333,0.23
1040au,P120618255.sdf,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)S(=O)(=O)OO)O)CO)OC)NC(=O)C)O)O)O,0.515,0.24
1041au,P120618252.sdf,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)S(=O)(=O)OO)O)CO)OC)NC(=O)C)O)O)O,0.879,0.24
1042au,P120617933.sdf,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)[O-])OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)O)NC(=O)C)O)O)O,0.182,0.25
1043au,P120617034.sdf,C[NH2+]C[C@@H](c1cccc(c1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)[O-])O)O)O,0.636,0.25
1044au,P120616876.sdf,CC(=O)O[C@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)O[C@]2([C@H]([C@@H]([C@H](O2)CO)OC(=O)C)OC(=O)C)CO)CO,0.03,0.22
1045au,P120616556.sdf,CCCCCCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@@H]([C@H]([C@H](O2)CO)O)O)CO)O)O)O,0,0.25
1046au,P120616474.sdf,CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,0.03,0.23
1047au,P120616458.sdf,CCCCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)NC(=O)C,0.485,0.24
1048au,P120616455.sdf,CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)C,0.242,0.25
1049au,P120616241.sdf,c1cc(ccc1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)O,0.303,0.23
1050au,P120616223.sdf,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,0.333,0.23
1051av,P120616216.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)NC(=O)C)Oc3ccc(cc3)[N+](=O)[O-])CO)CO)O)O,0.333,0.24
1052av,P120616213.sdf,c1cc(ccc1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,0.212,0.23
1053av,P120616129.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc2ccc(cc2)[N+](=O)[O-])CO)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,0.788,0.24
1054av,P120616097.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)NC(=O)C)Oc3ccc(cc3)[N+](=O)[O-])CO)CO)O)O,0.485,0.25
1055av,P120616085.sdf,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)CO)Oc3ccc(cc3)[N+](=O)[O-])NC(=O)C)CO)O)O,0.424,0.25
1056av,P120616002.sdf,c1cc(ccc1[N+](=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0.333,0.24
1057av,P120601547.sdf,CS(=O)(=O)SCCNC(=O)[C@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)N,0.303,0.05
1058av,P120601538.sdf,CS(=O)(=O)SCCNC(=O)[C@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)N,0.242,0.06
1059av,P120601536.sdf,CS(=O)(=O)SCCNC(=O)[C@@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)N,0.273,0.07
1060av,P120601073.sdf,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@H]([C@H]3O)O)O)CO)CO)O)O)N(C)[C@@H]4C=C([C@@H]([C@@H]([C@@H]4O)O)O)CO,0.394,0.23
1061av,P120599371.sdf,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)C)O)O)O,0.03,0.24
1062av,P120599346.sdf,CC(C)[C@@H](C(=O)OC[C@H](CO)OCOCn1cnc2c1nc([nH]c2=O)N)[NH3+],0.394,0.08
1063av,P120599342.sdf,CC(C)[C@@H](C(=O)OC[C@@H](CO)OCOCn1cnc2c1nc([nH]c2=O)N)[NH3+],0.545,0.09
1064av,P120599338.sdf,CC(C)[C@H](C(=O)OC[C@H](CO)OCOCn1cnc2c1nc([nH]c2=O)N)[NH3+],0.606,0.06
1065av,P120599334.sdf,CC(C)[C@H](C(=O)OC[C@@H](CO)OCOCn1cnc2c1nc([nH]c2=O)N)[NH3+],0.97,0.09
1066av,P120599010.sdf,CS(=O)(=O)SCCNC(=O)[C@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)[NH3+],0.091,0.13
1067av,P120599002.sdf,CS(=O)(=O)SCCNC(=O)[C@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)[NH3+],0.424,0.14
1068av,P120598998.sdf,CS(=O)(=O)SCCNC(=O)[C@@H](CCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1[C@@H]2[C@@H](CS1)NC(=O)N2)[NH3+],0.788,0.09
1069av,P120598550.sdf,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)NC(=O)C)O)CO)O)O)O,0.182,0.25
1070av,P120598280.sdf,CC(C)[C@H](C(=O)OC[C@H](COCn1cnc2c1nc([nH]c2=O)N)O)[NH3+],0.485,0.04
1071av,P120588974.sdf,COC(=O)CNC(=O)[C@H](CSSC[C@@H](C(=O)NCC(=O)OC)NC(=O)CC[C@@H](C(=O)OC)[NH3+])NC(=O)CC[C@@H](C(=O)OC)[NH3+],0.182,0.14
1072av,P120588133.sdf,COC(=O)CNC(=O)[C@H](CSSC[C@@H](C(=O)NCC(=O)OC)NC(=O)CC[C@@H](C(=O)OC)N)NC(=O)CC[C@@H](C(=O)OC)[NH3+],0.03,0.17
1073av,P120586575.sdf,CC(C)[C@@H](C(=O)OCCOCn1cnc2c1nc([nH]c2=O)N)NC=O,0.364,0.02
1074av,P120586390.sdf,C[C@H](Cc1ccc(cc1)OC)[NH2+]C[C@@H](c2ccc(c(c2)NC=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)[O-])O)O)O)O,0.909,0.21
1075av,P120584119.sdf,CC[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)COC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)COC)O)OC)O)O)O)O,0.364,0.2
1076av,P120584059.sdf,C[S@@](=O)CCCC/C(=N/O)/S[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CO)O)O)O,0.394,0.23
1077av,P120574382.sdf,Cn1c2ccc(cc2[nH+]c1CNc3ccc(cc3)C(=[NH2+])N)C(=O)N(CCC(=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O)O)O)c5ccccn5,0.303,0.23
1078av,P120568727.sdf,CC(=O)N[C@@H]1[C@@H]([C@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)NC(=O)C)O)NC(=O)C)O,0.152,0.24
1079av,P120568724.sdf,CC(=O)N[C@H]1[C@@H]([C@H]([C@@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)NC(=O)C)O)NC(=O)C)O,0.061,0.23
1080av,P120568718.sdf,CC(=O)N[C@@H]1[C@@H]([C@H]([C@@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)NC(=O)C)O)NC(=O)C)O,0.303,0.24
1081av,P120568638.sdf,c1ccc(cc1)[C@@H](c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@@H](O5)CO)O)O)O)O)O,0.152,0.22
1082av,P120552261.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])[O-])N)O)NC(=O)N2,0.455,0.1
1083av,P120552210.sdf,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)OCC(CO[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)N)O,0.364,0.18
1084av,P120551752.sdf,c1ccc(cc1)COc2c3c(nc(n2)NCNc4nc5c(c(n4)OCc6ccccc6)ncn5COCCO)n(cn3)COCCO,0.515,0.23
1085av,P120551749.sdf,c1ccc(cc1)COc2c3c(n/c(=N/CNc4nc5c(c(n4)OCc6ccccc6)ncn5COCCO)/[nH]2)n(cn3)COCCO,0.152,0.22
1086av,P120551531.sdf,Cn1c2ccc(cc2[nH+]c1CCCC(=O)[O-])N(CCO)CCOC(=O)CCCc3nc4cc(ccc4n3C)N(CCO)CCO,0.03,0.07
